CUSTOM_NODE,FUEL_TYPE,START_YEAR,END_YEAR,CAPACITY
IDNJK,DSL,1992,2022,0.55
IDNJK,DSL,1992,2022,2.03
IDNJK,DSL,1992,2022,2.22
IDNJK,DSL,1992,2022,2.36
IDNJK,DSL,1992,2022,2.36
IDNJK,DSL,1992,2022,2.36
IDNJK,DSL,1993,2023,2.31
IDNJK,DSL,1993,2023,1.16
IDNJK,DSL,1993,2023,1.16
IDNJK,DSL,1993,2023,1.16
IDNJK,DSL,1994,2024,2.54
IDNJK,DSL,1994,2024,2.54
IDNJK,DSL,1994,2024,2.54
IDNJK,DSL,1994,2024,0.47
IDNJK,DSL,1994,2024,3.33
IDNJK,DSL,1995,2025,2.31
IDNJK,DSL,1995,2025,0.47
IDNJK,DSL,1995,2025,0.47
IDNJK,DSL,1995,2025,0.47
IDNJK,DSL,1995,2025,0.47
IDNJK,DSL,1995,2025,0.49
IDNJK,DSL,1995,2025,0.49
IDNJK,DSL,1995,2025,0.49
IDNJK,DSL,1995,2025,3.84
IDNJK,DSL,1995,2025,0.7
IDNJK,DSL,1996,2026,1.22
IDNJK,DSL,1996,2026,3.55
IDNJK,DSL,1996,2026,3.55
IDNJK,DSL,1997,2027,0.17
IDNJK,DSL,1997,2027,0.22
IDNJK,DSL,1997,2027,0.53
IDNJK,DSL,1997,2027,0.56
IDNJK,DSL,1997,2027,0.72
IDNJK,DSL,2019,2049,46.22
IDNJK,DSL,2020,2050,2.63
IDNJT,DSL,1961,1991,0.33
IDNJT,DSL,1970,2000,3.76
IDNJT,DSL,1971,2001,0.06
IDNJT,DSL,1972,2002,0.08
IDNJT,DSL,1972,2002,0.06
IDNJT,DSL,1972,2002,0.08
IDNJT,DSL,1972,2002,0.08
IDNJT,DSL,1972,2002,0.03
IDNJT,DSL,1974,2004,0.24
IDNJT,DSL,1975,2005,1.73
IDNJT,DSL,1976,2006,0.1
IDNJT,DSL,1976,2006,0.25
IDNJT,DSL,1977,2007,0.07
IDNJT,DSL,1981,2011,0.05
IDNJT,DSL,1983,2013,15.03
IDNJT,DSL,1984,2014,1.05
IDNJT,DSL,1984,2014,1.05
IDNJT,DSL,1984,2014,1.05
IDNJT,DSL,1984,2014,1.05
IDNJT,DSL,1986,2016,0.6
IDNJT,DSL,1986,2016,0.6
IDNJT,DSL,1990,2020,0.67
IDNJT,DSL,1991,2021,0.36
IDNJT,DSL,1991,2021,0.48
IDNJT,DSL,1994,2024,0.1
IDNJT,DSL,1994,2024,0.1
IDNJT,DSL,1994,2024,0.1
IDNJT,DSL,1997,2027,0.75
IDNJT,DSL,1997,2027,0.75
IDNJT,DSL,1997,2027,0.75
IDNJT,DSL,1997,2027,0.75
IDNJT,DSL,1997,2027,0.75
IDNJT,DSL,2016,2046,0.33
IDNKB,DSL,1971,2001,0.73
IDNKB,DSL,1972,2002,4.01
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,3.28
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1980,2010,1.64
IDNKB,DSL,1982,2012,4.92
IDNKB,DSL,1982,2012,3.28
IDNKB,DSL,1983,2013,5.47
IDNKB,DSL,1983,2013,5.47
IDNKB,DSL,1984,2014,28.88
IDNKB,DSL,1984,2014,7.29
IDNKB,DSL,1984,2014,7.29
IDNKB,DSL,1985,2015,24.14
IDNKB,DSL,1986,2016,1.64
IDNKB,DSL,1986,2016,1.64
IDNKB,DSL,1986,2016,1.64
IDNKB,DSL,1986,2016,2.19
IDNKB,DSL,1988,2018,12.25
IDNKB,DSL,1988,2018,12.25
IDNKB,DSL,1991,2021,27.71
IDNKB,DSL,1992,2022,3.28
IDNKB,DSL,1993,2023,27.71
IDNKB,DSL,1997,2027,8.2
IDNKB,DSL,1997,2027,5.47
IDNKB,DSL,1997,2027,5.11
IDNKB,DSL,1997,2027,5.11
IDNKB,DSL,1997,2027,5.11
IDNKB,DSL,2005,2035,28
IDNKB,DSL,2008,2038,65.25
IDNKB,DSL,2014,2044,54.7
IDNKB,DSL,2017,2047,45.58
IDNKB,DSL,2017,2047,45.58
IDNKB,DSL,2017,2047,45.58
IDNKB,DSL,2017,2047,45.58
IDNKI,DSL,1978,2008,5.12
IDNKI,DSL,1978,2008,1.71
IDNKI,DSL,1978,2008,1.71
IDNKI,DSL,1978,2008,1.71
IDNKI,DSL,1979,2009,1.71
IDNKI,DSL,1980,2010,1.71
IDNKI,DSL,1980,2010,1.71
IDNKI,DSL,1980,2010,1.71
IDNKI,DSL,1980,2010,1.71
IDNKI,DSL,1981,2011,0.68
IDNKI,DSL,1982,2012,1.71
IDNKI,DSL,1982,2012,1.71
IDNKI,DSL,1982,2012,1.71
IDNKI,DSL,1983,2013,1.9
IDNKI,DSL,1983,2013,26.55
IDNKI,DSL,1983,2013,1.71
IDNKI,DSL,1986,2016,30.8
IDNKI,DSL,1986,2016,8
IDNKI,DSL,1986,2016,1.71
IDNKI,DSL,1986,2016,1.71
IDNKI,DSL,1987,2017,6.83
IDNKI,DSL,1987,2017,12.56
IDNKI,DSL,1988,2018,48.55
IDNKI,DSL,1989,2019,23.06
IDNKI,DSL,1989,2019,21.85
IDNKI,DSL,1989,2019,12.56
IDNKI,DSL,1989,2019,12.56
IDNKI,DSL,1989,2019,15.02
IDNKI,DSL,1990,2020,1.71
IDNKI,DSL,1990,2020,12.56
IDNKI,DSL,1991,2021,4.44
IDNKI,DSL,1991,2021,4.44
IDNKI,DSL,1991,2021,4.44
IDNKI,DSL,1991,2021,53.1
IDNKI,DSL,1991,2021,15.02
IDNKI,DSL,1991,2021,12.56
IDNKI,DSL,1991,2021,12.56
IDNKI,DSL,1993,2023,14.41
IDNKI,DSL,1993,2023,14.41
IDNKI,DSL,1994,2024,28.45
IDNKI,DSL,2013,2043,94.83
IDNKI,DSL,2013,2043,94.83
IDNKI,DSL,2019,2049,54.53
IDNKS,DSL,1961,1991,0.48
IDNKS,DSL,1961,1991,0.48
IDNKS,DSL,1961,1991,0.48
IDNKS,DSL,1971,2001,0.48
IDNKS,DSL,1972,2002,4.22
IDNKS,DSL,1981,2011,9.21
IDNKS,DSL,1981,2011,6.91
IDNKS,DSL,1981,2011,1.73
IDNKS,DSL,1981,2011,1.73
IDNKS,DSL,1981,2011,1.73
IDNKS,DSL,1982,2012,22.11
IDNKS,DSL,1982,2012,3.45
IDNKS,DSL,1984,2014,5.09
IDNKS,DSL,1984,2014,5.09
IDNKS,DSL,1984,2014,2.59
IDNKS,DSL,1984,2014,2.59
IDNKS,DSL,1985,2015,4.37
IDNKS,DSL,1986,2016,33.78
IDNKS,DSL,1986,2016,95.2
IDNKS,DSL,1987,2017,5.76
IDNKS,DSL,1987,2017,5.76
IDNKS,DSL,1987,2017,25.41
IDNKS,DSL,1990,2020,5.37
IDNKS,DSL,1990,2020,5.37
IDNKS,DSL,1993,2023,25.41
IDNKS,DSL,1994,2024,4.8
IDNKS,DSL,1994,2024,4.8
IDNKS,DSL,1995,2025,2.69
IDNKS,DSL,1996,2026,1.41
IDNKS,DSL,1996,2026,1.41
IDNKS,DSL,1996,2026,1.41
IDNKS,DSL,1996,2026,9.6
IDNKS,DSL,1996,2026,9.6
IDNKS,DSL,1998,2028,25.41
IDNKS,DSL,2010,2040,76.77
IDNKT,DSL,1982,2012,8.96
IDNKT,DSL,1982,2012,8.96
IDNKT,DSL,1982,2012,8.96
IDNKT,DSL,1982,2012,2.24
IDNKT,DSL,1983,2013,10.45
IDNKT,DSL,1986,2016,26.87
IDNKT,DSL,1986,2016,5.67
IDNKT,DSL,1986,2016,0.4
IDNKT,DSL,1986,2016,2.01
IDNKT,DSL,1986,2016,0.75
IDNKT,DSL,1986,2016,0.4
IDNKT,DSL,1986,2016,2.19
IDNKT,DSL,1986,2016,0.8
IDNKT,DSL,1986,2016,9.9
IDNKT,DSL,1986,2016,1.89
IDNKT,DSL,1986,2016,0.7
IDNKT,DSL,1986,2016,6.77
IDNKT,DSL,1986,2016,0.7
IDNKT,DSL,1986,2016,0.4
IDNKT,DSL,1986,2016,17.56
IDNKT,DSL,1986,2016,1.19
IDNKT,DSL,1986,2016,0.64
IDNKT,DSL,1986,2016,1.29
IDNKT,DSL,1986,2016,0.8
IDNKT,DSL,1986,2016,1.11
IDNKT,DSL,1986,2016,6.12
IDNKT,DSL,1986,2016,1.59
IDNKT,DSL,1986,2016,0.85
IDNKT,DSL,1986,2016,0.8
IDNKT,DSL,1986,2016,1.84
IDNKT,DSL,1986,2016,0.7
IDNKT,DSL,1986,2016,0.85
IDNKT,DSL,1986,2016,4.02
IDNKT,DSL,1986,2016,3.88
IDNKT,DSL,1986,2016,3.32
IDNKT,DSL,1986,2016,2.39
IDNKT,DSL,1986,2016,1.59
IDNKT,DSL,1986,2016,1.34
IDNKT,DSL,1986,2016,0.7
IDNKT,DSL,1986,2016,0.8
IDNKT,DSL,1986,2016,68.66
IDNKT,DSL,1987,2017,29.85
IDNKT,DSL,1991,2021,29.85
IDNKT,DSL,1991,2021,29.85
IDNKT,DSL,1991,2021,29.85
IDNKT,DSL,1995,2025,53.73
IDNKT,DSL,1998,2028,27.86
IDNKT,DSL,1998,2028,27.86
IDNKT,DSL,2004,2034,57.32
IDNKT,DSL,2012,2042,49.75
IDNKU,DSL,1975,2005,0.18
IDNLA,DSL,1982,2012,7.24
IDNLA,DSL,1983,2013,2.22
IDNLA,DSL,1986,2016,0.97
IDNLA,DSL,1986,2016,28.72
IDNLA,DSL,1988,2018,3.79
IDNLA,DSL,1991,2021,16.2
IDNLA,DSL,1995,2025,14.59
IDNLA,DSL,1998,2028,49.98
IDNMA,DSL,1982,2012,14.31
IDNMA,DSL,1983,2013,4.17
IDNMA,DSL,1988,2018,76.33
IDNMA,DSL,1997,2027,18.13
IDNMA,DSL,1998,2028,31.8
IDNMA,DSL,2004,2034,37.37
IDNMA,DSL,2005,2035,19.88
IDNMA,DSL,2011,2041,99.38
IDNMU,DSL,1981,2011,6.66
IDNMU,DSL,1983,2013,9.98
IDNMU,DSL,1986,2016,17.38
IDNMU,DSL,1986,2016,11.09
IDNMU,DSL,1986,2016,18.49
IDNMU,DSL,1999,2029,22.18
IDNMU,DSL,2018,2048,106.3
IDNNB,DSL,1982,2012,27.72
IDNNB,DSL,1986,2016,20.94
IDNNB,DSL,1986,2016,20.94
IDNNB,DSL,1986,2016,2.09
IDNNB,DSL,1986,2016,8.38
IDNNB,DSL,1986,2016,2.09
IDNNB,DSL,1987,2017,39.57
IDNNB,DSL,1987,2017,6.28
IDNNB,DSL,1987,2017,6.28
IDNNB,DSL,1992,2022,31.83
IDNNB,DSL,1993,2023,63.65
IDNNB,DSL,1993,2023,31.83
IDNNB,DSL,1998,2028,11.73
IDNNB,DSL,1999,2029,6.28
IDNNB,DSL,1999,2029,6.28
IDNNB,DSL,2000,2030,27.72
IDNNB,DSL,2018,2048,104.69
IDNNT,DSL,1981,2011,4.41
IDNNT,DSL,1982,2012,8.82
IDNNT,DSL,1986,2016,19.1
IDNNT,DSL,1993,2023,0.99
IDNNT,DSL,2015,2045,0.88
IDNNT,DSL,2015,2045,1.76
IDNNT,DSL,2015,2045,1.76
IDNNT,DSL,2015,2045,1.76
IDNNT,DSL,2015,2045,1.76
IDNNT,DSL,2015,2045,1.76
IDNNT,DSL,2017,2047,0.36
IDNNT,DSL,2018,2048,50.71
IDNNT,DSL,2019,2049,84.67
IDNNT,DSL,2019,2049,88.19
IDNPA,DSL,1986,2016,16.85
IDNPA,DSL,1986,2016,13.39
IDNPA,DSL,1986,2016,5.08
IDNPA,DSL,1986,2016,1.38
IDNPA,DSL,1986,2016,2.16
IDNPA,DSL,1986,2016,2.16
IDNPA,DSL,1986,2016,1.73
IDNPA,DSL,1986,2016,1.73
IDNPA,DSL,1986,2016,1.73
IDNPA,DSL,1986,2016,1.73
IDNPA,DSL,1986,2016,5.49
IDNPA,DSL,1986,2016,4.75
IDNPA,DSL,1986,2016,5.49
IDNPA,DSL,1986,2016,43.2
IDNPA,DSL,1998,2028,10.8
IDNPA,DSL,2017,2047,123.11
IDNPA,DSL,2020,2050,21.6
IDNPA,DSL,2020,2050,32.4
IDNPA,DSL,2020,2050,21.6
IDNPB,DSL,1981,2011,1.16
IDNPB,DSL,1981,2011,1.16
IDNPB,DSL,1981,2011,1.16
IDNPB,DSL,1981,2011,0.97
IDNPB,DSL,1984,2014,8.75
IDNPB,DSL,1986,2016,84.63
IDNPB,DSL,1986,2016,12.09
IDNPB,DSL,1991,2021,3.02
IDNPB,DSL,1991,2021,3.02
IDNPB,DSL,1991,2021,3.02
IDNPB,DSL,1991,2021,3.02
IDNPB,DSL,1995,2025,84.63
IDNPB,DSL,1998,2028,3.39
IDNPB,DSL,2010,2040,0.77
IDNPB,DSL,2010,2040,0.77
IDNPB,DSL,2010,2040,0.77
IDNPB,DSL,2010,2040,0.77
IDNPB,DSL,2010,2040,0.77
IDNPB,DSL,2010,2040,0.77
IDNRI,DSL,1970,2000,7.48
IDNRI,DSL,1972,2002,12.14
IDNRI,DSL,1973,2003,12.14
IDNRI,DSL,1973,2003,12.14
IDNRI,DSL,1974,2004,1.6
IDNRI,DSL,1974,2004,14.7
IDNRI,DSL,1974,2004,14.7
IDNRI,DSL,1975,2005,14.7
IDNRI,DSL,1975,2005,12.1
IDNRI,DSL,1976,2006,7.23
IDNRI,DSL,1980,2010,1.44
IDNRI,DSL,1980,2010,0.71
IDNRI,DSL,1982,2012,1.28
IDNRI,DSL,1982,2012,0.64
IDNRI,DSL,1983,2013,15.2
IDNRI,DSL,1984,2014,15.47
IDNRI,DSL,1984,2014,0.64
IDNRI,DSL,1985,2015,15.59
IDNRI,DSL,1985,2015,0.64
IDNRI,DSL,1985,2015,6.41
IDNRI,DSL,1986,2016,0.71
IDNRI,DSL,1986,2016,2.49
IDNRI,DSL,1986,2016,2.49
IDNRI,DSL,1986,2016,2.49
IDNRI,DSL,1986,2016,1.28
IDNRI,DSL,1986,2016,9.83
IDNRI,DSL,1986,2016,0.85
IDNRI,DSL,1986,2016,1.71
IDNRI,DSL,1986,2016,0.85
IDNRI,DSL,1986,2016,0.85
IDNRI,DSL,1986,2016,0.85
IDNRI,DSL,1986,2016,1.71
IDNRI,DSL,1986,2016,2.56
IDNRI,DSL,1986,2016,1.71
IDNRI,DSL,1986,2016,6.98
IDNRI,DSL,1986,2016,1.28
IDNRI,DSL,1986,2016,4.27
IDNRI,DSL,1986,2016,4.27
IDNRI,DSL,1986,2016,21.36
IDNRI,DSL,1986,2016,1.42
IDNRI,DSL,1986,2016,4.7
IDNRI,DSL,1986,2016,1.8
IDNRI,DSL,1986,2016,0.57
IDNRI,DSL,1987,2017,2.56
IDNRI,DSL,1987,2017,14.14
IDNRI,DSL,1990,2020,4.71
IDNRI,DSL,1991,2021,3.56
IDNRI,DSL,1992,2022,10.82
IDNRI,DSL,1992,2022,4.27
IDNRI,DSL,1993,2023,1.28
IDNRI,DSL,1993,2023,8.97
IDNRI,DSL,1993,2023,10.82
IDNRI,DSL,1993,2023,5.34
IDNRI,DSL,1994,2024,1.5
IDNRI,DSL,1994,2024,1.5
IDNRI,DSL,1994,2024,1.5
IDNRI,DSL,1994,2024,1.5
IDNRI,DSL,1995,2025,14.48
IDNRI,DSL,1996,2026,8.05
IDNRI,DSL,1998,2028,4.27
IDNRI,DSL,1999,2029,7.12
IDNRI,DSL,1999,2029,3.56
IDNRI,DSL,2001,2031,0.01
IDNRI,DSL,2011,2041,2.28
IDNRI,DSL,2011,2041,5.7
IDNRI,DSL,2011,2041,28.48
IDNRI,DSL,2012,2042,14.95
IDNRI,DSL,2014,2044,6.41
IDNRI,DSL,2016,2046,17.8
IDNRI,DSL,2016,2046,17.8
IDNRI,DSL,2016,2046,17.8
IDNRI,DSL,2016,2046,4.27
IDNRI,DSL,2016,2046,2.28
IDNRI,DSL,2018,2048,12.1
IDNSA,DSL,1974,2004,0.9
IDNSA,DSL,1979,2009,18
IDNSA,DSL,1981,2011,41.46
IDNSA,DSL,1986,2016,11.88
IDNSA,DSL,1986,2016,1.62
IDNSA,DSL,1986,2016,1.62
IDNSA,DSL,1997,2027,39.59
IDNSA,DSL,2013,2043,107.97
IDNSB,DSL,1972,2002,0.14
IDNSB,DSL,1976,2006,0.19
IDNSB,DSL,1976,2006,0.26
IDNSB,DSL,1976,2006,0.33
IDNSB,DSL,1976,2006,0.45
IDNSB,DSL,1984,2014,3.15
IDNSB,DSL,1984,2014,3.15
IDNSB,DSL,1986,2016,0.11
IDNSB,DSL,1986,2016,0.15
IDNSB,DSL,1986,2016,0.32
IDNSB,DSL,1986,2016,0.3
IDNSB,DSL,1993,2023,3.74
IDNSB,DSL,1993,2023,3.74
IDNSB,DSL,1997,2027,0.91
IDNSB,DSL,1997,2027,0.91
IDNSB,DSL,1997,2027,0.91
IDNSB,DSL,1997,2027,0.91
IDNSG,DSL,1983,2013,4.83
IDNSG,DSL,1986,2016,21.62
IDNSG,DSL,1986,2016,13.8
IDNSG,DSL,1986,2016,46.01
IDNSG,DSL,1986,2016,46.01
IDNSG,DSL,1996,2026,23
IDNSG,DSL,1998,2028,25.76
IDNSG,DSL,2017,2047,262.25
IDNSN,DSL,1963,1993,0.44
IDNSN,DSL,1966,1996,17.4
IDNSN,DSL,1966,1996,17.4
IDNSN,DSL,1974,2004,0.25
IDNSN,DSL,1979,2009,0.25
IDNSN,DSL,1983,2013,2.92
IDNSN,DSL,1984,2014,18.03
IDNSN,DSL,1984,2014,18.03
IDNSN,DSL,1984,2014,35.22
IDNSN,DSL,1985,2015,15.66
IDNSN,DSL,1985,2015,35.22
IDNSN,DSL,1986,2016,22.27
IDNSN,DSL,1986,2016,6.96
IDNSN,DSL,1986,2016,6.96
IDNSN,DSL,1986,2016,13.92
IDNSN,DSL,1986,2016,41.76
IDNSN,DSL,1986,2016,27.84
IDNSN,DSL,1986,2016,13.92
IDNSN,DSL,1986,2016,27.84
IDNSN,DSL,1986,2016,13.92
IDNSN,DSL,1986,2016,27.84
IDNSN,DSL,1986,2016,27.84
IDNSN,DSL,1986,2016,41.76
IDNSN,DSL,1988,2018,6.12
IDNSN,DSL,1992,2022,11.14
IDNSN,DSL,1992,2022,11.14
IDNSN,DSL,1992,2022,11.14
IDNSN,DSL,1997,2027,53.31
IDNSN,DSL,1997,2027,53.31
IDNSN,DSL,1999,2029,39.25
IDNSN,DSL,2001,2031,83.52
IDNSN,DSL,2002,2032,6.45
IDNSN,DSL,2012,2042,4.87
IDNSN,DSL,2012,2042,4.87
IDNSN,DSL,2012,2042,4.87
IDNSN,DSL,2012,2042,4.04
IDNSR,DSL,1986,2016,144.18
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSR,DSL,2001,2031,0.6
IDNSS,DSL,1963,1993,0.04
IDNSS,DSL,1973,2003,0.03
IDNSS,DSL,1973,2003,0.03
IDNSS,DSL,1974,2004,0.63
IDNSS,DSL,1974,2004,0.63
IDNSS,DSL,1974,2004,0.63
IDNSS,DSL,1974,2004,0.63
IDNSS,DSL,1974,2004,0.63
IDNSS,DSL,1975,2005,0.35
IDNSS,DSL,1975,2005,0.35
IDNSS,DSL,1976,2006,2.65
IDNSS,DSL,1976,2006,2.65
IDNSS,DSL,1979,2009,0.19
IDNSS,DSL,1979,2009,0.19
IDNSS,DSL,1979,2009,0.19
IDNSS,DSL,1979,2009,0.19
IDNSS,DSL,1979,2009,0.02
IDNSS,DSL,1979,2009,0.39
IDNSS,DSL,1979,2009,0.39
IDNSS,DSL,1979,2009,0.39
IDNSS,DSL,1980,2010,0.48
IDNSS,DSL,1980,2010,0.48
IDNSS,DSL,1980,2010,0.48
IDNSS,DSL,1980,2010,0.48
IDNSS,DSL,1982,2012,0.69
IDNSS,DSL,1982,2012,0.69
IDNSS,DSL,1982,2012,0.69
IDNSS,DSL,1982,2012,0.69
IDNSS,DSL,1982,2012,1.45
IDNSS,DSL,1982,2012,0.07
IDNSS,DSL,1982,2012,0.07
IDNSS,DSL,1984,2014,0.69
IDNSS,DSL,1984,2014,0.69
IDNSS,DSL,1984,2014,0.69
IDNSS,DSL,1984,2014,0.69
IDNSS,DSL,1984,2014,0.72
IDNSS,DSL,1985,2015,0.72
IDNSS,DSL,1986,2016,1.45
IDNSS,DSL,1986,2016,0.39
IDNSS,DSL,1986,2016,0.26
IDNSS,DSL,1986,2016,0.13
IDNSS,DSL,1986,2016,0.13
IDNSS,DSL,1992,2022,1.03
IDNSS,DSL,1993,2023,0.66
IDNSS,DSL,1994,2024,4.19
IDNSS,DSL,1994,2024,0.63
IDNSS,DSL,1994,2024,0.63
IDNSS,DSL,1994,2024,0.63
IDNSS,DSL,1994,2024,0.63
IDNSS,DSL,1994,2024,0.63
IDNSS,DSL,1998,2028,0.61
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2005,2035,1.86
IDNSS,DSL,2013,2043,1.86
IDNSS,DSL,2013,2043,1.86
IDNSS,DSL,2016,2046,2.73
IDNSS,DSL,2016,2046,2.73
IDNSS,DSL,2016,2046,2.73
IDNSS,DSL,2016,2046,2.73
IDNST,DSL,1978,2008,1.43
IDNST,DSL,1981,2011,21.44
IDNST,DSL,1988,2018,45.75
IDNST,DSL,1991,2021,120.72
IDNST,DSL,1993,2023,120.72
IDNST,DSL,1997,2027,87.37
IDNSU,DSL,1960,1990,1.54
IDNSU,DSL,1961,1991,0.61
IDNSU,DSL,1961,1991,0.61
IDNSU,DSL,1961,1991,0.12
IDNSU,DSL,1962,1992,0.12
IDNSU,DSL,1965,1995,6.92
IDNSU,DSL,1965,1995,6.92
IDNSU,DSL,1970,2000,0.31
IDNSU,DSL,1971,2001,0.12
IDNSU,DSL,1973,2003,1.25
IDNSU,DSL,1973,2003,0.28
IDNSU,DSL,1975,2005,0.22
IDNSU,DSL,1976,2006,1.11
IDNSU,DSL,1976,2006,15.28
IDNSU,DSL,1976,2006,0.46
IDNSU,DSL,1978,2008,4.24
IDNSU,DSL,1978,2008,1.23
IDNSU,DSL,1978,2008,0.15
IDNSU,DSL,1978,2008,0.46
IDNSU,DSL,1979,2009,3.07
IDNSU,DSL,1979,2009,0.31
IDNSU,DSL,1979,2009,1.66
IDNSU,DSL,1980,2010,0.65
IDNSU,DSL,1981,2011,1.35
IDNSU,DSL,1981,2011,1.11
IDNSU,DSL,1982,2012,1.66
IDNSU,DSL,1982,2012,3.32
IDNSU,DSL,1984,2014,39.97
IDNSU,DSL,1984,2014,39.97
IDNSU,DSL,1984,2014,39.97
IDNSU,DSL,1984,2014,39.97
IDNSU,DSL,1985,2015,0.98
IDNSU,DSL,1986,2016,3.69
IDNSU,DSL,1986,2016,2.75
IDNSU,DSL,1986,2016,0.98
IDNSU,DSL,1986,2016,1.38
IDNSU,DSL,1986,2016,0.25
IDNSU,DSL,1986,2016,24.59
IDNSU,DSL,1986,2016,0.49
IDNSU,DSL,1986,2016,0.12
IDNSU,DSL,1986,2016,0.69
IDNSU,DSL,1987,2017,1.5
IDNSU,DSL,1988,2018,0.55
IDNSU,DSL,1991,2021,1.84
IDNSU,DSL,1992,2022,1.66
IDNSU,DSL,1993,2023,4.67
IDNSU,DSL,1997,2027,4.3
IDNSU,DSL,2008,2038,65.97
IDNSU,DSL,2013,2043,0.14
IDNSU,DSL,2014,2044,49.19
IDNSU,DSL,2016,2046,15.37
IDNSU,DSL,2016,2046,15.37
IDNSU,DSL,2016,2046,15.37
IDNSU,DSL,2016,2046,15.37
IDNSU,DSL,2017,2047,19.68
IDNSU,DSL,2018,2048,76.86
IDNYO,DSL,1973,2003,1.5
IDNYO,DSL,1973,2003,1.5
IDNYO,DSL,1973,2003,1.5
IDNJB,GEO,1983,2013,35.71
IDNJB,GEO,1987,2017,65.46
IDNJB,GEO,1987,2017,65.46
IDNJB,GEO,1994,2024,65.46
IDNJB,GEO,1994,2024,65.46
IDNJB,GEO,1994,2024,65.46
IDNJB,GEO,1994,2024,65.46
IDNJB,GEO,1997,2027,65.46
IDNJB,GEO,1997,2027,65.46
IDNJB,GEO,1997,2027,65.46
IDNJB,GEO,2000,2030,107.12
IDNJB,GEO,2000,2030,130.93
IDNJB,GEO,2008,2038,71.41
IDNJB,GEO,2009,2039,144.02
IDNJB,GEO,2009,2039,139.26
IDNJB,GEO,2014,2044,65.46
IDNJB,GEO,2015,2045,41.66
IDNJB,GEO,2018,2048,35.71
IDNJT,GEO,1998,2028,60
IDNLA,GEO,2012,2042,55
IDNLA,GEO,2012,2042,55
IDNLA,GEO,2016,2046,55
IDNLA,GEO,2017,2047,55
IDNNT,GEO,2020,2050,12.5
IDNSA,GEO,2020,2050,120
IDNSB,GEO,2019,2049,85
IDNSS,GEO,2019,2049,57.79
IDNSS,GEO,2021,2051,95.61
IDNSU,GEO,2017,2047,115.59
IDNSU,GEO,2017,2047,115.59
IDNSU,GEO,2018,2048,115.59
IDNSU,GEO,2019,2049,47.29
IDNSU,GEO,2021,2051,47.29
IDNAC,HYD,2000,2080,23.25
IDNBA,HYD,2000,2080,2.53
IDNBE,HYD,2000,2080,307.87
IDNBT,HYD,2000,2080,15.5
IDNGO,HYD,2000,2080,6.67
IDNJA,HYD,2000,2080,1.02
IDNJB,HYD,2000,2080,2164.46
IDNJI,HYD,2000,2080,297.26
IDNJT,HYD,2000,2080,363.1
IDNKB,HYD,2000,2080,236.4
IDNKS,HYD,2000,2080,30.09
IDNKT,HYD,2000,2080,0.77
IDNKU,HYD,2000,2080,1.99
IDNLA,HYD,2000,2080,174.71
IDNNB,HYD,2000,2080,17.48
IDNNT,HYD,2000,2080,10.16
IDNPA,HYD,2000,2080,28.08
IDNPB,HYD,2000,2080,6.98
IDNRI,HYD,2000,2080,114.06
IDNSA,HYD,2000,2080,59.64
IDNSB,HYD,2000,2080,307.59
IDNSG,HYD,2000,2080,5.5
IDNSN,HYD,2000,2080,648.76
IDNSR,HYD,2000,2080,8.33
IDNSS,HYD,2000,2080,13.36
IDNST,HYD,2000,2080,620.82
IDNSU,HYD,2000,2080,1133.82
IDNYO,HYD,2000,2080,1.1
IDNKU,HYD,2027,2107,1375
IDNAC,OCG,1976,2006,10.66
IDNAC,OCG,1976,2006,10.66
IDNAC,OCG,1976,2006,10.66
IDNAC,OCG,1976,2006,10.66
IDNAC,OCG,1979,2009,24.98
IDNAC,OCG,1979,2009,24.98
IDNAC,OCG,1985,2015,24.75
IDNAC,OCG,1987,2017,24.75
IDNAC,OCG,1987,2017,24.75
IDNAC,OCG,1989,2019,27.94
IDNAC,OCG,1989,2019,27.94
IDNAC,OCG,1989,2019,27.94
IDNAC,OCG,1990,2020,12.37
IDNAC,OCG,2003,2033,23.68
IDNAC,OCG,2015,2045,217.86
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
