REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,LNDSUGPLIR,FER,1,2025,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2025,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2025,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2025,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2025,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2025,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2025,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2025,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2025,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2025,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2025,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2025,1.0
SIMPLICITY,NGCC,GAS,1,2025,1.992
SIMPLICITY,NGCC,GAS,2,2025,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2025,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2025,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2025,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2025,7.52
SIMPLICITY,TD,SEC_EL,1,2025,1.0
SIMPLICITY,TD,SEC_EL,2,2025,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2026,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2026,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2026,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2026,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2026,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2026,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2026,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2026,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2026,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2026,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2026,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2026,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2026,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2026,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2026,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2026,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2026,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2026,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2026,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2026,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2026,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2026,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2026,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2026,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2026,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2026,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2026,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2026,1.0
SIMPLICITY,NGCC,GAS,1,2026,1.992
SIMPLICITY,NGCC,GAS,2,2026,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2026,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2026,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2026,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2026,7.52
SIMPLICITY,TD,SEC_EL,1,2026,1.0
SIMPLICITY,TD,SEC_EL,2,2026,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2027,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2027,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2027,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2027,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2027,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2027,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2027,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2027,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2027,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2027,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2027,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2027,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2027,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2027,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2027,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2027,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2027,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2027,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2027,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2027,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2027,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2027,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2027,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2027,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2027,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2027,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2027,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2027,1.0
SIMPLICITY,NGCC,GAS,1,2027,1.992
SIMPLICITY,NGCC,GAS,2,2027,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2027,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2027,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2027,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2027,7.52
SIMPLICITY,TD,SEC_EL,1,2027,1.0
SIMPLICITY,TD,SEC_EL,2,2027,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2028,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2028,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2028,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2028,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2028,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2028,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2028,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2028,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2028,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2028,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2028,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2028,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2028,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2028,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2028,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2028,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2028,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2028,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2028,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2028,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2028,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2028,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2028,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2028,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2028,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2028,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2028,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2028,1.0
SIMPLICITY,NGCC,GAS,1,2028,1.992
SIMPLICITY,NGCC,GAS,2,2028,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2028,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2028,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2028,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2028,7.52
SIMPLICITY,TD,SEC_EL,1,2028,1.0
SIMPLICITY,TD,SEC_EL,2,2028,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2029,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2029,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2029,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2029,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2029,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2029,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2029,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2029,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2029,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2029,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2029,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2029,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2029,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2029,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2029,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2029,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2029,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2029,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2029,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2029,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2029,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2029,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2029,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2029,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2029,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2029,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2029,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2029,1.0
SIMPLICITY,NGCC,GAS,1,2029,1.992
SIMPLICITY,NGCC,GAS,2,2029,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2029,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2029,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2029,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2029,7.52
SIMPLICITY,TD,SEC_EL,1,2029,1.0
SIMPLICITY,TD,SEC_EL,2,2029,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2030,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2030,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2030,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2030,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2030,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2030,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2030,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2030,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2030,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2030,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2030,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2030,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2030,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2030,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2030,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2030,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2030,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2030,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2030,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2030,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2030,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2030,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2030,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2030,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2030,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2030,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2030,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2030,1.0
SIMPLICITY,NGCC,GAS,1,2030,1.992
SIMPLICITY,NGCC,GAS,2,2030,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2030,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2030,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2030,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2030,7.52
SIMPLICITY,TD,SEC_EL,1,2030,1.0
SIMPLICITY,TD,SEC_EL,2,2030,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2031,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2031,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2031,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2031,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2031,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2031,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2031,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2031,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2031,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2031,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2031,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2031,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2031,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2031,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2031,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2031,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2031,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2031,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2031,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2031,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2031,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2031,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2031,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2031,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2031,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2031,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2031,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2031,1.0
SIMPLICITY,NGCC,GAS,1,2031,1.992
SIMPLICITY,NGCC,GAS,2,2031,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2031,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2031,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2031,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2031,7.52
SIMPLICITY,TD,SEC_EL,1,2031,1.0
SIMPLICITY,TD,SEC_EL,2,2031,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2032,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2032,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2032,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2032,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2032,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2032,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2032,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2032,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2032,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2032,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2032,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2032,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2032,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2032,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2032,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2032,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2032,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2032,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2032,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2032,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2032,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2032,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2032,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2032,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2032,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2032,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2032,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2032,1.0
SIMPLICITY,NGCC,GAS,1,2032,1.992
SIMPLICITY,NGCC,GAS,2,2032,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2032,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2032,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2032,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2032,7.52
SIMPLICITY,TD,SEC_EL,1,2032,1.0
SIMPLICITY,TD,SEC_EL,2,2032,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2033,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2033,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2033,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2033,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2033,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2033,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2033,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2033,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2033,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2033,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2033,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2033,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2033,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2033,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2033,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2033,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2033,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2033,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2033,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2033,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2033,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2033,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2033,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2033,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2033,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2033,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2033,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2033,1.0
SIMPLICITY,NGCC,GAS,1,2033,1.992
SIMPLICITY,NGCC,GAS,2,2033,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2033,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2033,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2033,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2033,7.52
SIMPLICITY,TD,SEC_EL,1,2033,1.0
SIMPLICITY,TD,SEC_EL,2,2033,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2034,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2034,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2034,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2034,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2034,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2034,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2034,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2034,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2034,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2034,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2034,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2034,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2034,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2034,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2034,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2034,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2034,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2034,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2034,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2034,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2034,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2034,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2034,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2034,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2034,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2034,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2034,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2034,1.0
SIMPLICITY,NGCC,GAS,1,2034,1.992
SIMPLICITY,NGCC,GAS,2,2034,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2034,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2034,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2034,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2034,7.52
SIMPLICITY,TD,SEC_EL,1,2034,1.0
SIMPLICITY,TD,SEC_EL,2,2034,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2035,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2035,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2035,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2035,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2035,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2035,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2035,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2035,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2035,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2035,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2035,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2035,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2035,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2035,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2035,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2035,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2035,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2035,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2035,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2035,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2035,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2035,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2035,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2035,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2035,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2035,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2035,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2035,1.0
SIMPLICITY,NGCC,GAS,1,2035,1.992
SIMPLICITY,NGCC,GAS,2,2035,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2035,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2035,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2035,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2035,7.52
SIMPLICITY,TD,SEC_EL,1,2035,1.0
SIMPLICITY,TD,SEC_EL,2,2035,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2036,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2036,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2036,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2036,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2036,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2036,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2036,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2036,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2036,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2036,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2036,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2036,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2036,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2036,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2036,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2036,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2036,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2036,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2036,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2036,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2036,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2036,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2036,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2036,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2036,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2036,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2036,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2036,1.0
SIMPLICITY,NGCC,GAS,1,2036,1.992
SIMPLICITY,NGCC,GAS,2,2036,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2036,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2036,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2036,7.52
